,,,Company Info,,,,,,,,,,,,Address,,,,Login Info,,BILLING,,,,,,,,ADMIN,,,,,,,,TECHNICAL,,,,,,,
307,850,"Executive Engineer, Public works department",http://www.pwd.gov.bd/,Govt.,Organization,ee_eden@pwd.gov.bd,1411111417,9540018,Not_Found307,NID_Not_Found307,TIN_Not_Found307,TL_Not_Found307,,2,Bangladesh,Dhaka,1000,"Eden building, PWD division, Bangladesh Secretariat, Dhaka",executiveeng,executiveeng,"Executive Engineer, Public works department",,ee_eden@pwd.gov.bd,9540018,9540171,Dhaka,1000,"Eden building, PWD division, Bangladesh Secretariat, Dhaka","Executive Engineer, Public works department",,ee_eden@pwd.gov.bd,9540018,,Dhaka,1000,"Eden building, PWD division, Bangladesh Secretariat, Dhaka","PA of Executive Engineer, Public works department",,ee_eden@pwd.gov.bd,9540018,9540171,Dhaka,1000,"Eden building, PWD division, Bangladesh Secretariat, Dhaka"
308,916,"Director, Department of cyphers, Ministry of Defense",www.plandiv.gov.bd,Govt.,Organization,unknown31@unkown.com,1411111418,02-9113296,Not_Found308,NID_Not_Found308,TIN_Not_Found308,TL_Not_Found308,,2,Bangladesh,Dhaka,1000,"Ganabhaban complex, sher-e-bangla Nagar, Dhaka-1207",directordepartment,,"Director, Department of cyphers",,0,02-9113296,02-48110539,Dhaka,1000,"Ganabhaban complex, sher-e-bangla Nagar, Dhaka-1207","Director, Department of cyphers",,0,02-9113296,,Dhaka,1000,"Ganabhaban complex, sher-e-bangla Nagar, Dhaka-1207",Deputy Director,,razaur_rahman2005@yahoo.com,02-9113296,02-48110539,Dhaka,1000,"Ganabhaban complex, sher-e-bangla Nagar, Dhaka-1207"
309,290,"Secretary, Planning Division, Ministry of Planning",,Govt.,Organization,unknown31@unkown.com,1411111419,02-9115873,Not_Found309,NID_Not_Found309,TIN_Not_Found309,TL_Not_Found309,,2,Bangladesh,Dhaka,1000,"Sher-E-bangla nagar, Dhaka-1207",secretaryplanning,,"Secretary, Planning Division, Ministry of Planning",,0,02-9115873,0,Dhaka,1000,"Sher-E-bangla nagar, Dhaka-1207","Secretary, Planning Division, Ministry of Planning",,0,02-9115873,,Dhaka,1000,"Sher-E-bangla nagar, Dhaka-1207",,,,,0,Dhaka,1000,"Sher-E-bangla nagar, Dhaka-1207"
310,207,Ministry of foreign affaris,,Govt.,Organization,ictl@mofa.gov.bd,1411111420,9569129,Not_Found310,NID_Not_Found310,TIN_Not_Found310,TL_Not_Found310,,2,Bangladesh,Dhaka,1000,"Room No,M-213,(1st Floor),Main Building Segunbagicha,Dhaka -1000",ministryforeign,,"SM Sakil Akther,Sr.Asst.Secretary(GS-1)",,ictl@mofa.gov.bd,9562953,9555283,Dhaka,1000,"Room No,M-213,(1st Floor),Main Building Segunbagicha,Dhaka -1000","SM Sakil Akther,Sr.Asst.Secretary(GS-1)",,,,,Dhaka,1000,"Room No,M-213,(1st Floor),Main Building Segunbagicha,Dhaka -1000","Md: Sherajul Amin,System Administrator",,sa@mofa.bd.org,9556292,9555283,Dhaka,1000,"Room No,M-213,(1st Floor),Main Building Segunbagicha,Dhaka -1000"
311,574,"Food Division,MOFDM",www.MOFOOD.gov.bd,Govt.,Organization,info@fd.gov.bd,1411111421,27164221,Not_Found311,NID_Not_Found311,TIN_Not_Found311,TL_Not_Found311,,2,Bangladesh,Dhaka,1000,"Room No-116,Building No-4,Bangladesh Secretariate",fooddivi,fooddivi,"Mrs. Shahanara Begum,Accounts Officer",,info@fd.gov.bd,7166502,9514678,Dhaka,1000,"Room No-116,Building No-4,Bangladesh Secretariate","Md.Mustafa ,Deputy Secretary",,,,,Dhaka,1000,"Room No-116,Building No-4,Bangladesh Secretariate","Md. Mobarak Hossain,Asst. programmer",,Programmer@fd.gov.bd,7166502,9514678,Dhaka,1000,"Room No-118,Building No-4,Bangladesh Secretariate"
312,204,Ministry of shipping,www.mos.gov.bd,Govt.,Organization,programmer@mos.gov.bd,1411111422,9515551,Not_Found312,NID_Not_Found312,TIN_Not_Found312,TL_Not_Found312,,2,Bangladesh,Dhaka,1000,"Asst. Secretary(Admin-1),Bangladesh Secretariate,Dhaka-1000",ministryshipping,ministryshipping,"Asst. Secretary(Admin-1),Ministry of shipping,Bangladesh Secretariate,Dhaka-1000",,sas.admin1@mos.gov.bd,951551,9512283,Dhaka,1000,"Asst. Secretary(Admin-1),Bangladesh Secretariate,Dhaka-1000",Md.Mobarak Hossain Khandaker,,sas.admin1@mos.gov.bd,9515551,9512283,Dhaka,1000,"Asst. Secretary(Admin-1),Bangladesh Secretariate,Dhaka-1000",Md.Mobarak Hossain Khandaker,,sas.admin1@mos.gov.bd,9515551,9512283,Dhaka,1000,"Room No-804,Building No-6,Bangladesh Secretariate, Dhaka-1000"
313,209,Ministry of public administration,www.mofa.gov.bd,Govt.,Organization,dsadmin4@moestab.gov.bd,1411111423,7169540,Not_Found313,NID_Not_Found313,TIN_Not_Found313,TL_Not_Found313,,2,Bangladesh,Dhaka,1000,,ministrypublic,ministrypublic,Md.mahabubor Rahman,,dsadmin4@moestab.gov.bd,7169540,7167056,Dhaka,1000,"ministry of establishment ,Dhaka -1000",Md.mahabubor Rahman,,dsadmin4@moestab.gov.bd,7169540,7167056,Dhaka,1000,"ministry of establishment ,Dhaka -1000",Md.musleh uddin,,ssapacc@moestab.gov.bd,7166485,,Dhaka,1000,"ministry of establishment ,Dhaka -1000"
314,223,Ministry of social welfare,www.msw.gov.bd,Govt.,Organization,dsadmin2odi@msw.gov.bd,1411111424,02-95115534,Not_Found314,NID_Not_Found314,TIN_Not_Found314,TL_Not_Found314,,2,Bangladesh,Dhaka,1000,"Ministry of social welfare, Room 304, Floor-3, Building 6, Bangladesh Secretariat, Dhaka",ministrysocial,ministrysocial,"Deputy Secretary, Admin-2 ODI",,dsadmin2odi@msw.gov.bd,02-95115534,,Dhaka,1000,"Ministry of social welfare, Room 304, Floor-3, Building 6, Bangladesh Secretariat, Dhaka","Deputy Secretary, Admin-2 ODI",,dsadmin2odi@msw.gov.bd,02-95115534,,Dhaka,1000,"Ministry of social welfare, Room 304, Floor-3, Building 6, Bangladesh Secretariat, Dhaka","Deputy Secretary, Admin-2 ODI",,dsadmin2odi@msw.gov.bd,02-95115534,,Dhaka,1000,"Ministry of social welfare, Room 304, Floor-3, Building 6, Bangladesh Secretariat, Dhaka"
315,217,Ministry of Agriculture,www.moa.gov.bd,Govt.,Organization,dsadmin2@moa.gov.bd,1411111425,02-9540126,Not_Found315,NID_Not_Found315,TIN_Not_Found315,TL_Not_Found315,,2,Bangladesh,Dhaka,1000,"Ministry of Agriculture, Room 429, Building 4, Bangladesh Secretariat, Dhaka",ministryagriculture,ministryagriculture,"Md. Abdus Samad, Deputy Cheif (AER)",,"dsadmin2@moa.gov.bd, dcaer@moa.gov.bd",02-9540126,,Dhaka,1000,"Ministry of Agriculture, Room 429, Building 4, Bangladesh Secretariat, Dhaka","Md. Abdus Samad, Deputy Cheif (AER)",,dsadmin2@moa.gov.bd,02-9540126,,Dhaka,1000,"Ministry of Agriculture, Room 429, Building 4, Bangladesh Secretariat, Dhaka","Md. Abdus Samad, Deputy Cheif (AER)",,dsadmin2@moa.gov.bd,02-9540126,,Dhaka,1000,"Ministry of Agriculture, Room 429, Building 4, Bangladesh Secretariat, Dhaka"
316,222,Ministry of Youth and Sports,,Govt.,Organization,sas.admin@moysport.gov.bd,1411111426,02-9575503,Not_Found316,NID_Not_Found316,TIN_Not_Found316,TL_Not_Found316,,2,Bangladesh,Dhaka,1000,"Ministry of Youth and Sports, Room 506, Building 7, Bangladesh Secretariat, Dhaka",ministryyouth,ministryyouth,Assistant Secretary(Admin),,sas.admin@moysport.gov.bd,02-9575503,,Dhaka,1000,"Ministry of Youth and Sports, Room 506, Building 7, Bangladesh Secretariat, Dhaka",Assistant Secretary(Admin),,sas.admin@moysport.gov.bd,02-9575503,,Dhaka,1000,"Ministry of Youth and Sports, Room 506, Building 7, Bangladesh Secretariat, Dhaka","Amalundu Biswas, Assistant Progammar(Admin)",,sas.admin@moysport.gov.bd,02-9575503,,Dhaka,1000,"Ministry of Youth and Sports, Room 506, Building 7, Bangladesh Secretariat, Dhaka"
317,229,Ministry of Housing and public works,www.mohpw.gov.bd,Govt.,Organization,"das3@mohpw.gov.bd , comcell@mohpw.gov.bd",1411111427,02-9512231,Not_Found317,NID_Not_Found317,TIN_Not_Found317,TL_Not_Found317,,2,Bangladesh,Dhaka,1000,"Ministry of Housing and public works, Room 104, Building 5, Bangladesh Secretariat, Dhaka",ministryhousing,ministryhousing,Ministry of Housing and public works,,"das3@mohpw.gov.bd , comcell@mohpw.gov.bd",02-9512231,02-9576616,Dhaka,1000,"Ministry of Housing and public works, Room 104, Building 5, Bangladesh Secretariat, Dhaka",Ministry of Housing and public works,,"das3@mohpw.gov.bd , comcell@mohpw.gov.bd",02-9512231,02-9576616,Dhaka,1000,"Ministry of Housing and public works, Room 104, Building 5, Bangladesh Secretariat, Dhaka","Faim Md. Jamal Uddin, Computer Cell incharge Secretary",,"das3@mohpw.gov.bd , comcell@mohpw.gov.bd",1819988906,02-9576616,Dhaka,1000,"Ministry of Housing and public works, Room 104, Building 5, Bangladesh Secretariat, Dhaka"
318,228,Ministery of Liberation War Affairs,www.molwa.gov.bd,Govt.,Organization,dsadmin1@molwa.gov.bd,1411111428,,Not_Found318,NID_Not_Found318,TIN_Not_Found318,TL_Not_Found318,,2,Bangladesh,Dhaka,1000,"Ministery of Liberation War Affairs, Building 5-6th, Transportation pool Bulding, Bangladesh Secretariat Link Road, Dhaka",ministeryliberation,ministeryliberation,Secretary ministry of Libaration war affairs,,info.molwa@yahoo.com,20-9565836,02-9550127,Dhaka,1000,"Ministery of Liberation War Affairs, Building 5-6th, Transportation pool Bulding, Bangladesh Secretariat Link Road, Dhaka",Deputy Secretary(ICT),,"dsict@molwa.gov.bd,dilipbanik60@gmail.com",,,Dhaka,1000,"Ministery of Liberation War Affairs, Building 5-6th, Transportation pool Bulding, Bangladesh Secretariat Link Road, Dhaka",Deputy Secretary(ICT),,www.molwa.gov.bd,02-9568201,,Dhaka,1000,"Ministery of Liberation War Affairs,Room no:703, Building 5-6th, Transportation pool Bulding, Bangladesh Secretariat Link Road, Dhaka"
319,299,National Agriculture Training Academy(NATA),www.nata.gov.bd,Govt.,Educational Institute,dgnata14@gmail.com,1411111429,9263298,Not_Found319,NID_Not_Found319,TIN_Not_Found319,TL_Not_Found319,,1,Bangladesh,Gazipur,1701,National Agriculture Training Academy(NATA),nata,,Dr. mohammad Mathurul Haque,,dgnata14@gmail.com,9263298,9263463,Gazipur,1701,National Agriculture Training Academy(NATA),Dr. mohammad Mathurul Haque,,dgnata14@gmail.com,9263298,0,Gazipur,1701,National Agriculture Training Academy(NATA),Dr.Mohammad Sayedur Rahman,,sauedur.63@gmail.com,9261075,,Gazipur,1701,"National Agriculture Training Academy(NATA), Room 2A, Building 8, Bangladesh Secretariat, Dhaka"
320,406,United Nations Capital Development Fund.,,Govt,Organization,jesmul.hasan@uncdf.org,1411111430,,Not_Found320,NID_Not_Found320,TIN_Not_Found320,TL_Not_Found320,,2,Bangladesh,Dhaka,1207,"E/8-A,idr Bhaban(level)-7) sher-e-Banglanagar,Dhaka.",uncdf,uncdf,Silvia oly Sinha,,silvia.sinha@uncdf.org,1715253747,,Dhaka,1207,"E/8-A,idr Bhaban(level)-7) sher-e-Banglanagar,Dhaka.",Muhammad Jesmul Hasan,,silvia.sinha@uncdf.org,,,Dhaka,1207,"E/8-A,idr Bhaban(level)-7) sher-e-Banglanagar,Dhaka.",,,zulhizzain.belal@uncdf.org,1730336790,,Dhaka,1207,"E/8-A,idr Bhaban(level)-7) sher-e-Banglanagar,Dhaka."
321,560,"Bangladesh Television, Rampura, Dhaka",,Govt,Organization,dgbtv@yahoo.com,1411111431,9334981,Not_Found321,NID_Not_Found321,TIN_Not_Found321,TL_Not_Found321,,2,Bangladesh,Dhaka,1219,"TV Bhaban, Rampura, Dhaka",btvrampura,,Kazi Abu Zafar Siddiqui,,dgbtv@yahoo.com,9334981,9330608,Dhaka,1219,"TV Bhaban, Rampura, Dhaka",Kazi Abu Zafar Siddiqui,,dgbtv@yahoo.com,9334981,9330608,Dhaka,1219,"TV Bhaban, Rampura, Dhaka",Obaidullah Ahamed,,btvit.bd@gmail.com,8316342,8319474,Dhaka,1219,"TV Bhaban, Rampura, Dhaka"
322,351,"Divisional Commissioner, Khulna",,Govt,Organization,divcomkhulna@mopa.gov.bd,1411111432,412850035,Not_Found322,NID_Not_Found322,TIN_Not_Found322,TL_Not_Found322,,2,Bangladesh,Khulna,9000,"Divisional Commissioner Office Boira, Khulna-9000",divicom,,"Divisional Commissioner, Khulna",,divcomkhulna@mopa.gov.bd,412850035,412850036,Khulna,9000,"Divisional Commissioner Office Boira, Khulna-9000","Divisional Commissioner, Khulna",,divcomkhulna@mopa.gov.bd,412850035,412850036,Khulna,9000,"Divisional Commissioner Office Boira, Khulna-9000","Divisional Commissioner, Khulna",,divcomkhulna@mopa.gov.bd,412850035,412850036,Khulna,9000,"Divisional Commissioner Office Boira, Khulna-9000"
323,849,Noakhali Zilla School,,Govt,Educational Institute,noazillaschool@gmaiol.com,1411111433,32161354,Not_Found323,NID_Not_Found323,TIN_Not_Found323,TL_Not_Found323,,1,Bangladesh,Noakhali,3800,"Main Road Maijdee Court, Noakhali",noazilla,noazilla,"Head Master, Noakhali Zilla School",,,32161354,,Noakhali,3800,"Main Road Maijdee Court, Noakhali","Head Master, Noakhali Zilla School",,,32161354,,Noakhali,3800,"Main Road Maijdee Court, Noakhali","Head Master, Noakhali Zilla School",,,32161354,,Noakhali,3800,"Main Road Maijdee Court, Noakhali"
324,877,"Bangladesh Hi-Tech Park Authority, Agargaon, Dhaka",www.bhtpa.gov.bd,Govt,Organization,ict.engr.mamun@gmail.com,1411111434,8181160,Not_Found324,NID_Not_Found324,TIN_Not_Found324,TL_Not_Found324,,2,Bangladesh,Dhaka,1207,"ICT Tower (9th Floor), Agargaon, Dhaka-1207",	bhtpa,	bhtpa,Managing Director,,ict.engr.mamun@gmail.com,8181160,,Dhaka,1207,"ICT Tower (9th Floor), Agargaon, Dhaka-1207",Managing Director,,ict.engr.mamun@gmail.com,8181160,,Dhaka,1207,"ICT Tower (9th Floor), Agargaon, Dhaka-1207",S.M. Al-Mamun,,ict.engr.mamun@gmail.com,1728444591,8181694,Dhaka,1207,"ICT Tower (9th Floor), Agargaon, Dhaka-1207"
325,790,"Postal Academy, Rajshahi",,Govt,Organization,instructortrit_acd@bangladeshpost.gov.bd,1411111435,721761785,Not_Found325,NID_Not_Found325,TIN_Not_Found325,TL_Not_Found325,,2,Bangladesh,Rajshahi,6203,"Postal Academy, Nowdapara, Rajshahi",postalaca,postalaca,Md. Siraz Uddin,,prin_acd@bangladeshpost.gov.bd,721761785,721861098,Rajshahi,6203,"Postal Academy, Nowdapara, Rajshahi",Md. Siraz Uddin,,prin_acd@bangladeshpost.gov.bd,721761785,721861098,Rajshahi,6203,"Postal Academy, Nowdapara, Rajshahi",Hussain Syed Gowhor,,instructortrit_acd@bangladeshpost.gov.bd,721761785,721861098,Rajshahi,6203,"Postal Academy, Nowdapara, Rajshahi"
326,404,Jhalakathi Technical School & College,www.tscjhalokathi.com,Private,Educational Institute,tscjhalokathi@gmail.com,1411111436,409863088,Not_Found326,NID_Not_Found326,TIN_Not_Found326,TL_Not_Found326,,2,Bangladesh,Jhalakathi,8400,Puratan College Kheyaghat,jhalakathitech,jhalakathitech,Engr. Md. Abdul Zabbar,,tscjhalokathi@gmail.com,409863088,,Jhalakathi,8400,Puratan College Kheyaghat,Engr. Md. Abdul Zabbar,,tscjhalokathi@gmail.com,409863088,,Jhalakathi,8400,Puratan College Kheyaghat,Md. Rabiul Islam,,rabiul1205@gmail.com,1819079221,,Jhalakathi,8400,Puratan College Kheyaghat
327,868,Zilla Parishad Barguna,,Govt,Organization,ceo@zpbarguna.org,1411111437,44862077,Not_Found327,NID_Not_Found327,TIN_Not_Found327,TL_Not_Found327,,2,Bangladesh,Barguna,8700,"Shahid Smriri Sarak, Barguna",zillaparbar,zillaparbar,Md. Faridul Islam,,ceo@zpbarguna.org,44862077,44862595,Barguna,8700,"Shahid Smriri Sarak, Barguna",Md. Faridul Islam,,ceo@zpbarguna.org,44862077,44862595,Barguna,8700,"Shahid Smriri Sarak, Barguna",M d. Shahidul Alam,,ae@zpbarguna.org,44862077,44862595,Barguna,8700,"Shahid Smriri Sarak, Barguna"
328,177,"M/S, Ayub Brothers Tannery Ltd",www.ayubbrotherstannery.com,Private,Organization,ayubbrotherstannerybd@gmail.com,1411111438,1711538044,Not_Found328,NID_Not_Found328,TIN_Not_Found328,TL_Not_Found328,,3,Bangladesh,Dhaka,1209,"143/1, Hazaribagh, Dhaka-1209",msayub,msayub,Mohammad Monir Hossan,,ayubbrotherstannerybd@gmail.com,1711538044,,Dhaka,1209,"143/1, Hazaribagh, Dhaka-1209",Mohammad Monir Hossan,,ayubbrotherstannerybd@gmail.com,1711538044,,Dhaka,1209,"143/1, Hazaribagh, Dhaka-1209",Mohammad Monir Hossan,,ayubbrotherstannerybd@gmail.com,1711538044,,Dhaka,1209,"143/1, Hazaribagh, Dhaka-1209"
329,885,"Paradise Technologies Ltd., Gulshan",www.paradisetelecom.com.bd,Private,ISP,info@paradiseisp.com,1411111439,9822158,Not_Found329,NID_Not_Found329,TIN_Not_Found329,TL_Not_Found329,,4,Bangladesh,Dhaka,1213,"34, Kamal Ataturk Avenue, 1-7, Awal Center, Bonani",paradise,paradise,Md. Shorwar Alam,,info@paradiseisp.com,9822158,,Dhaka,1213,"34, Kamal Ataturk Avenue, 1-7, Awal Center, Bonani",Habibur Rahman Khan,,info@paradiseisp.com,9822158,,Dhaka,1213,"34, Kamal Ataturk Avenue, 1-7, Awal Center, Bonani",Anup Dutta,,cto@paradiseisp.com,1755513555,,Dhaka,1213,"34, Kamal Ataturk Avenue, 1-7, Awal Center, Bonani"
330,832,"Mayar, Jhalokathi Pourashava",,Govt,Organization,mayarjhak@yahoo.com,1411111440,49863133,Not_Found330,NID_Not_Found330,TIN_Not_Found330,TL_Not_Found330,,2,Bangladesh,Jhalakathi,8400,Office Of the Jhalokhati Pourashava.,mayarjhalo,mayarjhalo,Mayor,,mayorjhal@yahoo.com,49863348,,Jhalakathi,8400,Jhalokathi Pourashava,Mayor,,mayorjhal@yahoo.com,,,Jhalakathi,8400,Jhalokathi Pourashava,M.Abu Hanif,,sharif.pauro12@gmail.com,49862520,,Jhalakathi,8400,Jhalokathi Pourashava
331,533,University Of Chittagong,www.cuet.ac.bd,Govt,Educational Institute,hossain_ms@hotmail.com,1411111441,1819336660,Not_Found331,NID_Not_Found331,TIN_Not_Found331,TL_Not_Found331,,1,Bangladesh,Chittagong,4331,"ICT Center, University Of Chittagong.",unichittagong,unichittagong,Prof.Dr.Md. Shahadat Hossain.,,hossain_ms@hotmail.com,1819336660,031-2606014,Chittagong,4331,"ICT Center, University Of Chittagong.",,,hossain_ms@hotmail.com,1819336660,,Chittagong,4331,"ICT Center, University Of Chittagong.",Mr.Mojun Miah,,mojnucu@yahoo.com,911721974,31260601,Chittagong,4331,"ICT Center, University Of Chittagong."
332,451,Sheikh Hasina National Youth Centre.,,Govt,Organization,shnycbd@gmail.com,1411111442,02-7792118,Not_Found332,NID_Not_Found332,TIN_Not_Found332,TL_Not_Found332,,2,Bangladesh,Savar,1341,Sheikh Hasina National Youth Centre.,shnational ,shnational ,Md.Rafiqul Islam,,shnycbd@gmail.com,02-7792118,02-7791877,Savar,1341,Sheikh Hasina National Youth Centre.,Md.Rafiqul Islam,,shnycbd@gmail.com,02-7792118,,Savar,1341,Sheikh Hasina National Youth Centre.,Md.Rafiqul Islam,,shnycbd@gmail.com,207792118,02-7791877,Savar,1341,Sheikh Hasina National Youth Centre.
333,473,Transport Commissioner,www.dgt.gov.bd,Govt,Organization,poripool@gmail.com,1411111443,02-9563421,Not_Found333,NID_Not_Found333,TIN_Not_Found333,TL_Not_Found333,,2,Bangladesh,Dhaka,1000,"Secretariat Link Road, Dhaka-1000",transport,Transport,Transport Commissioner,,poripool@gmail.com,02-9563421,29566623,Dhaka,1000,"Secretariat Link Road, Dhaka-1000",Transport Commissioner,,poripool@gmail.com,02-9563421,29566623,Dhaka,1000,"Secretariat Link Road, Dhaka-1000",Kaonok Chakraborty,,poripool@gmail.com,02-9563421,29566623,Dhaka,1000,"Secretariat Link Road, Dhaka-1000"
334,563,Roads & Highway Department,,Govt,Organization,rahmansha@rhd.gov.bd,1411111444,9568032,Not_Found334,NID_Not_Found334,TIN_Not_Found334,TL_Not_Found334,,2,Bangladesh,Dhaka,1000,"MIS Block # G, Room N. 102, Sarak Bhaban, Tejgaon, Dhaka",roadhigh,roadhigh,,,rahmansha@rhd.gov.bd,9568032,,Dhaka,1000,"MIS Block # G, Room N. 102, Sarak Bhaban, Tejgaon, Dhaka",,,rahmansha@rhd.gov.bd,9568032,,Dhaka,1000,"MIS Block # G, Room N. 102, Sarak Bhaban, Tejgaon, Dhaka",,,rahmansha@rhd.gov.bd,9568032,,Dhaka,1000,"MIS Block # G, Room N. 102, Sarak Bhaban, Tejgaon, Dhaka"
335,527,"Executive Engineer (R&H), Roads & Highway Department",,Govt,Organization,eenoa@rhd.gov.bd,1411111445,61124,Not_Found335,NID_Not_Found335,TIN_Not_Found335,TL_Not_Found335,,2,Bangladesh,Noakhali,3800,Nakhali Road Division.,executiveengineer,executiveengineer,Mohammad Jahed Hossain,,eenoa@rhd.gov.bd,32161124,32161160,Dhaka,1000,"Executive Engineer (R&H), Roads & Highway Department",Mohammad Jahed Hossain,,eenoa@rhd.gov.bd,32161124,32161160,Dhaka,1000,"Executive Engineer (R&H), Roads & Highway Department",Mohammad Jahed Hossain,,eenoa@rhd.gov.bd,32161124,32161160,Noakhali,3800,"Executive Engineer (R&H), Roads & Highway Department"
336,891,Department Narcotics Control,,Govt,Organization,dgdnc@gmail.com,1411111446,28870011,Not_Found336,NID_Not_Found336,TIN_Not_Found336,TL_Not_Found336,,2,Bangladesh,Dhaka,1208,"441, Tejgaon, I/A",depnarcotics ,depnarcotics ,Assistant Director,,dncfinance@gmail.com,8878106,,Dhaka,1208,"441, Tejgaon, I/A",Director General,,dgdnc@gmail.com,28870011,28870010,Dhaka,1208,"441, Tejgaon, I/A",Md. Mostaque Mamun Khan,,comphqdnc@gmail.com,8878105,,Dhaka,1208,"441, Tejgaon, I/A"
337,626,Bangladesh Army University Of Engineering & Technology ( BAUET Qadirabad),www.bauet.ac.bd,Govt,Organization,bauettrr@gmail.com,1411111447,772272379,Not_Found337,NID_Not_Found337,TIN_Not_Found337,TL_Not_Found337,,2,Bangladesh,Natore,6431,Qadirabad Cantoment,bauet,bauet,Lt Col Azizur Rahman,,bauctqadirabad@gmail.com,772272379,,Natore,6431,Qadirabad Cantoment,Lt Col Gm Azizur Rahman,,bauctqadirabad@gmail.com,772272379,,Natore,6431,Qadirabad Cantoment,Lt Col Azizul Rahman,,bauctqadirabad@gmail.com,772272379,,Natore,6431,Qadirabad Cantoment
338,421,Deputy secretary (Admin) Law & justice Division,,Govt.,Organization,ds.admin1@lawjusticediv.gov.bd,1411111448,9540886,Not_Found338,NID_Not_Found338,TIN_Not_Found338,TL_Not_Found338,,2,Bangladesh,Dhaka,1000,"Room No-737,Building no-04,LAW & Justice Division,Dhaka-1000",Depseclawjustice,Depseclawjustice,Mizanur Rahman Khan,,ds.admin1@lawjusticediv.gov.bd,9540886,,Dhaka,1000,"Room No-737,Building no-04,LAW & Justice Division,Dhaka-1000",Mizanur Rahman Khan,,ds.admin1@lawjusticediv.gov.bd,9540886,,Dhaka,1000,"Room No-737,Building no-04,LAW & Justice Division,Dhaka-1000",Nazmul Karim(Programmer),,pr.ict @lawjusticediv.gov.bd,9576628,9576624,Dhaka,1000,"Room No-737,Building no-04,LAW & Justice Division,Dhaka-1000"
339,529,Senior Asst. Secretary Ministry of Invironment & Forest,,Govt.,Organization,admin1@moef.gov.vd,1411111449,9512285,Not_Found339,NID_Not_Found339,TIN_Not_Found339,TL_Not_Found339,,2,Bangladesh,Dhaka,1000,"Building No-06,Level-13,Bangladesh secretariate,dhaka-1000.",invironmentforest,,"Mr.Jakir Hossain,Sr. Asst. Secretary",,admin1@moef.gov.bd,9514133,9540210,Dhaka,1000,"Building No-06,Level-13,Bangladesh secretariate,dhaka-1000.","Mr.Jakir Hossain,Sr. Asst. Secretary",,admin1@moef.gov.bd,9514133,,Dhaka,1000,"Building No-06,Level-13,Bangladesh secretariate,dhaka-1000.",Md: Khabir uddin khan(Programmer),,mdkhabir@gmail.com,1819090688,,Dhaka,1000,"Building No-06,Level-13,Bangladesh secretariate,dhaka-1000."
340,202,"System Analyst,Economic Relations Division(ERD)",www.erd.gov.bd,Govt.,Organization,sa@erd.gov.bd,1411111450,9145477,Not_Found340,NID_Not_Found340,TIN_Not_Found340,TL_Not_Found340,,2,Bangladesh,Dhaka,1000,"Room No-35,Block 15,Erd,sher-e-bangla nagar,Dhaka-1207",saerd,,"Mohd:Abdus Sobhan,system analyst",,sa@erd.gov.bd,9145477,,Dhaka,1000,"Room No-35,Block 15,Erd,sher-e-bangla nagar,Dhaka-1207","Mohd:Abdus Sobhan,system analyst",,sa@erd.gov.bd,9145477,,Dhaka,1000,"Room No-35,Block 15,Erd,sher-e-bangla nagar,Dhaka-1207","Mohd:Abdus Sobhan,system analyst",,sa@erd.gov.bd,9145477,,Dhaka,1000,"Room No-35,Block 15,Erd,sher-e-bangla nagar,Dhaka-1207"
